Product Name,Supported Apps,OS,Resolution,Speaker Output,Refresh Rate,Rating,Original Price,Discounted Price
iFFALCON 163.8 cm (65 inch) QLED Ultra HD (4K) Smart Android TV HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.5,186990,89999
PHILIPS 6600 146 cm (58 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,119990,45999
SAMSUNG 147 cm (58 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.8,94900,69990
SAMSUNG 165.1 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,169900,94990
SAMSUNG 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,74900,60990
SAMSUNG Q60RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.3,143900,121999
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.6,133900,84999
SAMSUNG 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.0,99900,79990
SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,149900,89999
Lloyd Clara 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate,4.3,69990,33999
Coocaa 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 10.0 Q,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,4.3,54990,26499
iFFALCON by TCL 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,106990,54999
iFFALCON V2A 163.83 cm (65 inch) QLED Ultra HD (4K) Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,229990,89999
Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 10.0 Q,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,64990,35999
Lloyd Clara 126 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate,4.4,84990,44999
SAMSUNG Q60RAK 123 cm (49 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.8,101900,69990
ONIDA Live Genius 107.95 cm (42.5 inch) Ultra HD (4K) LED Smart TV,Youtube,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,4.1,49990,29799
Mi 4X 125.7 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,44699,39560
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,70990,43699
ONIDA Google Certified 107.97 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,52990,31999
SAMSUNG Super 6 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,66900,36999
Haier 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.0,69990,38001
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,106990,36999
SAMSUNG 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4 x HDMI | 3 x USB,4.4,179900,85000
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,120 Hz Refresh Rate,4.4,77900,43382
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.4,59900,37990
SAMSUNG UHD 8 Series 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,56900,41470
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.6,88900,49500
OnePlus Q1 Series 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,4.5,69900,62899
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.1,67069,50980
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,99900,46839
SAMSUNG Series 7 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,109900,61441
SAMSUNG 109.2 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.2,69900,37356
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.3,45000,30999
Vu 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,60000,37900
iFFALCON by TCL AI Powered K3A 163.9 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Super Narrow...,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,129999,57999
OnePlus Q1 Series 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV Sliding Soundbar,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,5.0,99900,84899
Vu Pixelight 126 cm (50 inch) Ultra HD (4K) LED Smart TV with cricket mode,Netflix|Prime Video|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.4,41990,26360
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,68400,48999
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,20 W Speaker Output,200 Hz Refresh Rate,3 x HDMI | 2 x USB,4.3,125900,89990
SAMSUNG Series 8 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,5.0,169900,119000
SAMSUNG Series 7 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.3,69900,47999
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,70990,43699
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.6,67900,50199
Haier 4k Smart 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.6,89990,54499
SAMSUNG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,104905,57500
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,106990,36999
iFFALCON by TCL AI Powered K31 138.78 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,70990,43699
SAMSUNG Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4.0,257900,109999
Coocaa 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,69999,31999
SAMSUNG Super 6 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,94900,46999
SAMSUNG Q60RAK 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,94900,56450
SAMSUNG The Frame 163 CM (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.6,284900,159999
ONIDA Google Certified 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,68990,38799
TOSHIBA U79 Series 139 cm (55 inch) Ultra HD (4K) LED Smart TV with Dolby Vision & ATMOS,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.5,54990,48999
iFFALCON by TCL AI Powered K31 125.73 cm (50 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,58990,37999
Vu Pixelight 138 cm (55 inch) Ultra HD (4K) LED Smart TV with Cricket Mode,Netflix|Prime Video|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.4,49990,29950
Haier 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.6,89990,46890
Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,59990,28999
SAMSUNG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.7,97348,49150
iFFALCON by TCL 163.8 cm (65 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,156990,67499
Vu Quantum Pixelight 165 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,45 W Speaker Output,100 Hz Refresh Rate,4.6,203600,105000
SAMSUNG Series 8 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,100 Hz Refresh Rate,4.4,129900,69990
Vu Pixelight 189 cm (75 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.2,130000,84999
SAMSUNG 124.4 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.6,79900,48355
SAMSUNG 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.7,110254,52150
Vu Premium Android 108cm (43 inch) Ultra HD (4K) LED Smart TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,43000,26990
